Channel,Kaliumcarbonat,,,,,,
0,4,,,,,Peaks bei,"497,6 pm 8,2"
1,8,,,,,,
2,2,,,,,,
3,1,,,,,,
4,1,,,,,,
5,0,,,,,,
6,3,,,,,,
7,20,,,,,,
8,56,,,,,,
9,113,,,,,,
10,160,,,,,,
11,209,,,,,,
12,218,,,,,,
13,213,,,,,,
14,279,,,,,,
15,267,,,,,,
16,315,,,,,,
17,303,,,,,,
18,278,,,,,,
19,238,,,,,,
20,193,,,,,,
21,98,,,,,,
22,36,,,,,,
23,106,,,,,,
24,200,,,,,,
25,385,,,,,,
26,435,,,,,,
27,485,,,,,,
28,480,,,,,,
29,502,,,,,,
30,578,,,,,,
31,500,,,,,,
32,515,,,,,,
33,501,,,,,,
34,538,,,,,,
35,493,,,,,,
36,479,,,,,,
37,482,,,,,,
38,474,,,,,,
39,429,,,,,,
40,488,,,,,,
41,453,,,,,,
42,471,,,,,,
43,452,,,,,,
44,425,,,,,,
45,456,,,,,,
46,441,,,,,,
47,456,,,,,,
48,411,,,,,,
49,400,,,,,,
50,408,,,,,,
51,389,,,,,,
52,397,,,,,,
53,392,,,,,,
54,392,,,,,,
55,377,,,,,,
56,343,,,,,,
57,344,,,,,,
58,362,,,,,,
59,337,,,,,,
60,326,,,,,,
61,342,,,,,,
62,312,,,,,,
63,308,,,,,,
64,298,,,,,,
65,297,,,,,,
66,274,,,,,,
67,317,,,,,,
68,290,,,,,,
69,285,,,,,,
70,288,,,,,,
71,251,,,,,,
72,267,,,,,,
73,279,,,,,,
74,230,,,,,,
75,272,,,,,,
76,252,,,,,,
77,249,,,,,,
78,245,,,,,,
79,230,,,,,,
80,254,,,,,,
81,234,,,,,,
82,259,,,,,,
83,244,,,,,,
84,243,,,,,,
85,250,,,,,,
86,251,,,,,,
87,223,,,,,,
88,238,,,,,,
89,189,,,,,,
90,245,,,,,,
91,210,,,,,,
92,168,,,,,,
93,208,,,,,,
94,183,,,,,,
95,174,,,,,,
96,185,,,,,,
97,165,,,,,,
98,165,,,,,,
99,183,,,,,,
100,161,,,,,,
101,155,,,,,,
102,163,,,,,,
103,149,,,,,,
104,143,,,,,,
105,165,,,,,,
106,158,,,,,,
107,172,,,,,,
108,139,,,,,,
109,149,,,,,,
110,133,,,,,,
111,142,,,,,,
112,122,,,,,,
113,133,,,,,,
114,139,,,,,,
115,115,,,,,,
116,125,,,,,,
117,109,,,,,,
118,140,,,,,,
119,140,,,,,,
120,115,,,,,,
121,146,,,,,,
122,116,,,,,,
123,125,,,,,,
124,111,,,,,,
125,115,,,,,,
126,102,,,,,,
127,121,,,,,,
128,107,,,,,,
129,108,,,,,,
130,118,,,,,,
131,109,,,,,,
132,99,,,,,,
133,86,,,,,,
134,108,,,,,,
135,76,,,,,,
136,77,,,,,,
137,80,,,,,,
138,66,,,,,,
139,73,,,,,,
140,69,,,,,,
141,73,,,,,,
142,73,,,,,,
143,82,,,,,,
144,74,,,,,,
145,79,,,,,,
146,68,,,,,,
147,64,,,,,,
148,70,,,,,,
149,77,,,,,,
150,75,,,,,,
151,69,,,,,,
152,76,,,,,,
153,63,,,,,,
154,70,,,,,,
155,64,,,,,,
156,59,,,,,,
157,67,,,,,,
158,63,,,,,,
159,48,,,,,,
160,66,,,,,,
161,50,,,,,,
162,61,,,,,,
163,58,,,,,,
164,62,,,,,,
165,59,,,,,,
166,55,,,,,,
167,55,,,,,,
168,51,,,,,,
169,56,,,,,,
170,57,,,,,,
171,57,,,,,,
172,66,,,,,,
173,48,,,,,,
174,61,,,,,,
175,52,,,,,,
176,66,,,,,,
177,44,,,,,,
178,68,,,,,,
179,61,,,,,,
180,64,,,,,,
181,59,,,,,,
182,52,,,,,,
183,73,,,,,,
184,49,,,,,,
185,67,,,,,,
186,51,,,,,,
187,47,,,,,,
188,62,,,,,,
189,49,,,,,,
190,42,,,,,,
191,55,,,,,,
192,49,,,,,,
193,53,,,,,,
194,47,,,,,,
195,51,,,,,,
196,55,,,,,,
197,52,,,,,,
198,47,,,,,,
199,57,,,,,,
200,44,,,,,,
201,53,,,,,,
202,54,,,,,,
203,49,,,,,,
204,68,,,,,,
205,46,,,,,,
206,54,,,,,,
207,58,,,,,,
208,60,,,,,,
209,59,,,,,,
210,51,,,,,,
